order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit,return_flag,payment_method,order_status,shipping_cost
ORD088253,2023-01-07,CUST02776,PROD0702,STORE025,2,55871.87,3.05,108335.56,87160.12,21094.94,False,Credit Card,Completed,80.5
ORD088540,2023-01-07,CUST02404,PROD0670,STORE025,2,1891.88,1.34,3733.06,2951.33,584.83,False,Debit Card,Completed,196.9
ORD003362,2023-01-08,CUST02477,PROD0224,STORE010,2,8716.49,13.21,15130.08,13597.72,1488.65,False,Upi,Completed,43.71
ORD003429,2023-01-08,CUST00907,PROD0244,STORE034,5,7092.13,5.26,33595.42,27659.31,5771.0,False,Credit Card,Completed,165.11
ORD008302,2023-01-08,CUST04660,PROD0597,STORE010,3,2248.73,10.01,6070.9,5262.03,778.87,False,Debit Card,Completed,30.0
ORD016288,2023-01-08,CUST00361,PROD0167,STORE030,1,11611.74,6.0,10915.04,9057.16,1744.51,False,Upi,Completed,113.37
ORD023940,2023-01-08,CUST05720,PROD0630,STORE009,3,22318.07,0.63,66532.4,52224.28,14210.24,False,Wallet,Cancelled,97.88
ORD035152,2023-01-08,CUST00770,PROD0142,STORE017,1,588.78,7.3,545.8,459.25,27.08,False,Net Banking,Completed,59.47
ORD089372,2023-01-08,CUST01097,PROD0078,STORE019,2,331.28,4.67,631.62,516.8,-110.85,False,Upi,Completed,225.67
ORD089930,2023-01-08,CUST03659,PROD0413,STORE010,2,37311.4,1.37,73600.47,58205.78,15349.16,False,Wallet,Completed,45.53
ORD000096,2023-01-09,CUST02641,PROD0261,STORE034,2,60825.33,7.5,112526.86,94887.51,17554.16,False,Cash,Completed,85.19
ORD005753,2023-01-09,CUST04817,PROD0099,STORE012,5,13846.81,10.62,61881.39,54002.56,7789.36,False,Credit Card,Completed,89.47
ORD016815,2023-01-09,CUST05964,PROD0280,STORE003,2,62430.74,10.47,111788.48,97391.95,14047.2,False,Wallet,Completed,349.33
ORD018818,2023-01-09,CUST05311,PROD0063,STORE017,1,1109.62,6.46,1037.94,865.5,14.98,True,Upi,Returned,157.46
ORD028245,2023-01-09,CUST03245,PROD0150,STORE003,2,4000.6,5.12,7591.54,6240.94,1241.03,False,Upi,Completed,109.57
ORD030079,2023-01-09,CUST06687,PROD0618,STORE028,4,780.98,8.97,2843.7,2436.66,152.66,False,Debit Card,Completed,254.38
ORD030659,2023-01-09,CUST01920,PROD0630,STORE019,1,22886.79,11.3,20300.58,17851.7,2377.45,False,Debit Card,Completed,71.43
ORD037607,2023-01-09,CUST03888,PROD0702,STORE023,3,53469.87,5.0,152389.13,125119.5,26640.92,False,Debit Card,Completed,628.71
ORD039606,2023-01-09,CUST03193,PROD0597,STORE034,5,2270.72,2.77,11039.11,8855.81,2099.0,False,Cash,Completed,84.3
ORD050767,2023-01-09,CUST05702,PROD0115,STORE014,1,66416.07,2.76,64582.99,51804.53,12401.09,False,Wallet,Completed,377.37
ORD051194,2023-01-09,CUST04282,PROD0652,STORE003,2,2343.32,4.9,4456.99,3655.58,762.14,False,Credit Card,Completed,39.27
ORD051289,2023-01-09,CUST05659,PROD0725,STORE030,5,81447.49,7.52,376613.19,317645.21,58757.84,False,Upi,Completed,210.14
ORD052127,2023-01-09,CUST05911,PROD0112,STORE035,1,14588.36,7.07,13556.96,11378.92,2164.82,False,Upi,Completed,13.22
ORD056574,2023-01-09,CUST06683,PROD0119,STORE009,1,119511.2,5.48,112961.99,93218.74,19596.61,False,Upi,Completed,146.64
ORD080576,2023-01-09,CUST06323,PROD0020,STORE025,2,4475.37,2.77,8702.8,6981.58,1534.26,False,Debit Card,Completed,186.96
ORD083931,2023-01-09,CUST00097,PROD0655,STORE019,6,19986.34,12.93,104412.64,93536.07,10746.31,False,Net Banking,Completed,130.26
ORD086236,2023-01-09,CUST04106,PROD0402,STORE026,7,5933.03,10.51,37166.28,32394.34,4449.64,False,Credit Card,Completed,322.3
ORD087737,2023-01-09,CUST02235,PROD0571,STORE010,5,849.31,7.65,3921.69,3312.31,576.24,False,Net Banking,Completed,33.14
ORD007363,2023-01-10,CUST06057,PROD0004,STORE035,4,21744.58,4.96,82664.2,67843.09,14703.25,False,Wallet,Completed,117.86
ORD013052,2023-01-10,CUST00943,PROD0058,STORE017,3,71886.34,16.91,179191.08,168214.04,10925.34,False,Debit Card,Completed,51.7
ORD018117,2023-01-10,CUST04469,PROD0280,STORE034,1,61854.53,5.12,58687.58,48246.53,10173.08,False,Cash,Pending,267.97
ORD037722,2023-01-10,CUST04599,PROD0074,STORE028,1,23177.45,2.52,22593.38,18078.41,4484.17,False,Wallet,Completed,30.8
ORD041783,2023-01-10,CUST01992,PROD0349,STORE017,4,57966.59,12.27,203416.36,180855.76,22500.24,False,Upi,Pending,60.36
ORD050840,2023-01-10,CUST03982,PROD0548,STORE025,3,27878.02,7.82,77093.88,65234.57,11770.38,False,Upi,Completed,88.93
ORD067733,2023-01-10,CUST00312,PROD0697,STORE019,2,10575.46,13.44,18308.24,16497.72,1729.77,False,Upi,Completed,80.75
ORD068783,2023-01-10,CUST02488,PROD0706,STORE019,6,17391.49,16.5,87131.36,81392.17,5599.06,False,Upi,Completed,140.13
ORD078248,2023-01-10,CUST05812,PROD0532,STORE035,2,31670.76,7.26,58742.93,49406.39,9184.53,False,Credit Card,Completed,152.01
ORD079239,2023-01-10,CUST05904,PROD0053,STORE018,4,19793.61,5.62,74724.84,61756.06,12655.15,False,Upi,Completed,313.63
ORD085100,2023-01-10,CUST00831,PROD0155,STORE019,1,116171.86,5.53,109747.56,90614.05,19103.51,False,Debit Card,Completed,30.0
ORD085327,2023-01-10,CUST02336,PROD0057,STORE026,1,3187.69,16.8,2652.16,2486.4,53.41,False,Debit Card,Completed,112.35
ORD088890,2023-01-10,CUST00974,PROD0171,STORE030,2,101982.31,1.6,200701.19,159092.4,41398.41,False,Wallet,Completed,210.38
ORD002105,2023-01-11,CUST04218,PROD0554,STORE022,3,40566.86,18.6,99064.27,94926.45,4107.82,False,Credit Card,Completed,30.0
ORD007575,2023-01-11,CUST00161,PROD0461,STORE025,2,6208.46,11.18,11028.71,9685.2,1273.37,False,Cash,Completed,70.14
ORD024596,2023-01-11,CUST05943,PROD0702,STORE018,1,54547.06,7.31,50559.67,42546.71,7884.41,False,Net Banking,Completed,128.55
ORD040742,2023-01-11,CUST03642,PROD0136,STORE028,3,7769.89,7.86,21477.53,18181.54,3250.74,False,Net Banking,Completed,45.25
ORD046135,2023-01-11,CUST05208,PROD0155,STORE026,11,118964.73,6.66,1221458.47,1020717.38,200194.28,False,Credit Card,Completed,546.81
ORD049487,2023-01-11,CUST00425,PROD0406,STORE029,1,91895.15,8.37,84203.53,71678.22,12286.68,False,Credit Card,Completed,238.63
ORD062001,2023-01-11,CUST03823,PROD0733,STORE026,1,2479.94,13.38,2148.12,1934.35,39.75,False,Net Banking,Completed,174.02
ORD066042,2023-01-11,CUST02916,PROD0302,STORE023,3,38271.25,11.77,101300.17,89554.72,11640.99,False,Upi,Completed,104.46
ORD070516,2023-01-11,CUST07251,PROD0112,STORE025,4,14403.33,16.63,48032.22,44938.39,3071.32,False,Net Banking,Completed,22.51
ORD075325,2023-01-11,CUST00911,PROD0154,STORE003,4,18123.2,11.12,64431.6,56544.38,7729.78,False,Upi,Completed,157.44
ORD001051,2023-01-12,CUST02832,PROD0353,STORE003,3,1113.36,15.34,2827.71,2605.26,191.27,False,Credit Card,Pending,31.18
ORD001509,2023-01-12,CUST04140,PROD0355,STORE014,3,5589.82,6.93,15607.34,13080.18,2278.67,False,Credit Card,Completed,248.49
ORD012835,2023-01-12,CUST03692,PROD0117,STORE026,7,7010.34,10.79,43777.47,38276.46,5377.4,False,Cash,Completed,123.61
ORD030655,2023-01-12,CUST04946,PROD0178,STORE003,3,273.25,0.6,814.83,639.4,96.38,False,Upi,Completed,79.05
ORD033695,2023-01-12,CUST00755,PROD0127,STORE012,3,13856.6,6.58,38834.51,32424.44,6380.07,False,Upi,Completed,30.0
ORD035330,2023-01-12,CUST05776,PROD0106,STORE034,2,105216.71,7.72,194187.96,164138.07,29986.67,False,Net Banking,Completed,63.22
ORD041904,2023-01-12,CUST07181,PROD0689,STORE029,2,24140.22,0.27,48150.08,37658.74,10461.34,False,Wallet,Completed,30.0
ORD042475,2023-01-12,CUST06873,PROD0119,STORE010,1,124540.09,5.26,117989.28,97141.27,20789.65,False,Credit Card,Completed,58.36
ORD048691,2023-01-12,CUST05072,PROD0308,STORE026,2,3275.32,3.88,6296.48,5109.5,1161.53,False,Upi,Completed,25.45
ORD052082,2023-01-12,CUST05261,PROD0380,STORE018,1,29162.17,9.17,26488.0,22746.49,3703.83,False,Debit Card,Completed,37.68
ORD052292,2023-01-12,CUST04671,PROD0171,STORE014,2,100413.1,15.06,170581.77,156644.44,13867.04,False,Upi,Completed,70.29
ORD058968,2023-01-12,CUST04661,PROD0465,STORE010,3,4767.15,9.91,12884.18,11155.13,1667.42,False,Debit Card,Completed,61.63
ORD076827,2023-01-12,CUST03736,PROD0532,STORE012,3,30860.79,4.44,88471.71,72214.25,16227.46,False,Net Banking,Completed,30.0
ORD080738,2023-01-12,CUST04929,PROD0624,STORE003,2,27987.73,15.08,47534.36,43660.86,3574.49,True,Credit Card,Returned,299.01
ORD083130,2023-01-12,CUST04277,PROD0302,STORE035,2,38751.62,14.41,66335.02,60452.53,5760.35,False,Credit Card,Completed,122.14
ORD084586,2023-01-12,CUST06474,PROD0313,STORE030,5,4413.93,14.98,18763.62,17214.33,1514.37,False,Debit Card,Completed,34.92
ORD084714,2023-01-12,CUST07135,PROD0324,STORE019,4,307.27,7.14,1141.32,958.68,-218.68,False,Credit Card,Completed,401.32
ORD085253,2023-01-12,CUST01821,PROD0135,STORE009,5,2905.89,0.48,14459.71,11332.97,3008.29,False,Debit Card,Completed,118.45
ORD085992,2023-01-12,CUST00133,PROD0617,STORE026,6,1656.43,4.82,9459.54,7752.09,1614.7,False,Credit Card,Completed,92.75
ORD007395,2023-01-13,CUST02184,PROD0705,STORE034,3,3217.82,0.55,9600.37,7529.7,2031.77,False,Upi,Completed,38.9
ORD007596,2023-01-13,CUST05730,PROD0020,STORE025,3,4240.84,6.14,11941.36,9923.57,1987.79,False,Credit Card,Completed,30.0
ORD008978,2023-01-13,CUST00207,PROD0526,STORE019,3,23946.03,9.34,65128.41,56033.71,8983.41,False,Upi,Completed,111.29
ORD010411,2023-01-13,CUST05306,PROD0654,STORE017,5,14346.12,3.31,69356.32,55949.87,13175.42,False,Credit Card,Completed,231.03
ORD013738,2023-01-13,CUST06072,PROD0215,STORE020,4,3299.07,4.45,12609.05,10293.1,2257.42,False,Debit Card,Pending,58.53
ORD017755,2023-01-13,CUST00049,PROD0112,STORE023,2,14178.38,10.98,25243.19,22118.27,3114.85,False,Upi,Completed,10.07
ORD020074,2023-01-13,CUST06596,PROD0108,STORE034,3,3600.45,7.68,9971.81,8425.05,1533.0,False,Credit Card,Pending,13.76
ORD021208,2023-01-13,CUST00312,PROD0275,STORE023,2,103787.27,5.16,196863.69,161908.14,34875.8,False,Credit Card,Completed,79.75
ORD029300,2023-01-13,CUST05144,PROD0063,STORE035,2,1086.37,1.32,2144.06,1694.74,227.32,False,Upi,Completed,222.0
ORD040516,2023-01-13,CUST00675,PROD0085,STORE026,1,3347.32,5.69,3156.86,2610.91,402.0,False,Debit Card,Completed,143.95
