order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit,return_flag,payment_method,order_status,shipping_cost
ORD083979,2024-06-04,CUST00574,PROD0004,STORE016,1,20616.14,0.84,3298.58,16080.59,-12815.53,False,Net Banking,Completed,33.52
ORD081114,2024-06-08,CUST00941,PROD0064,STORE004,2,22730.42,0.45,25003.46,35459.46,-10558.06,False,Wallet,Completed,102.06
ORD082401,2024-06-27,CUST01211,PROD0018,STORE003,1,16419.87,0.61,6403.75,12807.5,-6494.05,False,Credit Card,Completed,90.3
ORD047123,2024-06-30,CUST01326,PROD0270,STORE009,2,10324.21,0.38,12802.02,16105.77,-3451.59,False,Upi,Completed,147.84
ORD080598,2024-07-06,CUST01879,PROD0049,STORE004,1,37113.64,0.65,12989.77,28948.64,-16114.38,False,Cash,Completed,155.51
ORD031852,2024-07-10,CUST01990,PROD0239,STORE003,3,22754.29,0.19,55292.92,53245.04,1853.15,False,Net Banking,Completed,194.73
ORD002470,2024-07-15,CUST01721,PROD0249,STORE003,2,3173.63,0.86,888.62,4950.86,-4185.8,False,Credit Card,Completed,123.56
ORD063343,2024-07-16,CUST00167,PROD0277,STORE015,1,5385.58,0.58,2261.94,4200.75,-2129.01,False,Upi,Completed,190.2
ORD082763,2024-07-22,CUST01228,PROD0225,STORE003,3,17443.16,0.27,38200.52,40816.99,-2749.69,False,Upi,Completed,133.22
ORD062002,2024-08-04,CUST01260,PROD0071,STORE003,2,4857.33,0.35,6314.53,7577.43,-1361.36,False,Credit Card,Completed,98.46
ORD081318,2024-08-15,CUST01318,PROD0157,STORE017,2,2286.62,0.42,2652.48,3567.13,-978.47,False,Cash,Cancelled,63.82
ORD058086,2024-09-09,CUST01228,PROD0020,STORE009,2,4367.55,0.75,2183.78,6813.38,-4833.24,False,Credit Card,Completed,203.64
ORD007322,2024-09-10,CUST00317,PROD0011,STORE012,2,1420.59,0.5,1420.59,2216.12,-836.78,False,Wallet,Completed,41.25
ORD034182,2024-09-23,CUST01225,PROD0214,STORE016,3,17019.21,0.38,31655.73,39824.95,-8366.7,False,Wallet,Completed,197.48
ORD048198,2024-10-11,CUST01666,PROD0238,STORE006,1,76531.59,0.79,16071.63,59694.64,-43703.3,False,Debit Card,Completed,80.29
ORD006511,2024-10-18,CUST00899,PROD0276,STORE016,3,2015.39,0.77,1390.62,4716.01,-3454.2,False,Cash,Completed,128.81
ORD009192,2024-10-18,CUST01028,PROD0186,STORE009,2,8534.54,0.93,1194.84,13313.88,-12484.3,False,Upi,Completed,365.26
ORD027902,2024-10-27,CUST01019,PROD0221,STORE018,1,63052.82,0.24,47920.14,49181.2,-1301.97,False,Cash,Completed,40.91
ORD059640,2024-10-31,CUST01869,PROD0019,STORE004,2,6016.52,0.9,1203.3,9385.77,-8212.47,False,Credit Card,Completed,30.0
ORD026364,2024-11-06,CUST00756,PROD0095,STORE009,1,37273.36,0.95,1863.67,29073.22,-27403.13,False,Debit Card,Completed,193.58
ORD024964,2024-11-18,CUST00210,PROD0038,STORE018,2,3799.55,0.91,683.92,5927.3,-5421.8,False,Credit Card,Completed,178.42
ORD062354,2024-11-27,CUST00147,PROD0014,STORE017,4,5671.27,0.22,17694.36,17694.36,-491.8,False,Upi,Pending,491.8
ORD039703,2024-12-17,CUST00588,PROD0020,STORE017,1,4362.9,0.23,3359.43,3403.06,-82.14,False,Debit Card,Completed,38.51
ORD020322,2024-12-23,CUST01965,PROD0246,STORE015,3,34304.94,0.42,59690.6,80273.56,-20637.89,False,Debit Card,Pending,54.93
ORD013229,2024-12-29,CUST01813,PROD0270,STORE016,1,10479.71,0.99,104.8,8174.17,-8187.86,False,Wallet,Completed,118.49
ORD048649,2025-01-02,CUST00005,PROD0065,STORE017,3,2694.56,0.66,2748.45,6305.27,-3868.05,False,Cash,Completed,311.23
ORD072820,2025-01-03,CUST01455,PROD0030,STORE015,2,38214.63,0.49,38978.92,59614.82,-20665.9,False,Debit Card,Pending,30.0
ORD058504,2025-01-14,CUST01895,PROD0186,STORE004,2,7900.38,0.33,10586.51,12324.59,-2002.34,False,Debit Card,Completed,264.26
ORD087221,2025-02-05,CUST01784,PROD0139,STORE017,2,30892.57,0.43,35217.53,48192.41,-13072.57,False,Credit Card,Completed,97.69
ORD019313,2025-02-19,CUST01256,PROD0148,STORE017,2,12361.45,0.66,8405.79,19283.86,-11086.34,False,Debit Card,Completed,208.27
ORD060004,2025-02-25,CUST01107,PROD0163,STORE014,1,2340.81,0.53,1100.18,1825.83,-910.46,False,Cash,Completed,184.81
ORD001096,2025-03-14,CUST00823,PROD0087,STORE003,3,5705.14,0.23,13178.87,13350.03,-279.51,False,Wallet,Completed,108.35
ORD050639,2025-03-15,CUST01513,PROD0079,STORE002,1,7688.43,0.69,2383.41,5996.98,-3652.39,False,Upi,Completed,38.82
ORD045134,2025-03-16,CUST01715,PROD0224,STORE007,3,8889.68,0.97,800.07,20801.85,-20148.03,False,Cash,Completed,146.25
ORD037448,2025-04-23,CUST00829,PROD0248,STORE015,4,7921.37,0.9,3168.55,24714.67,-21558.66,False,Credit Card,Completed,12.54
ORD008594,2025-05-13,CUST01441,PROD0172,STORE014,1,43435.81,0.68,13899.46,33879.93,-20103.22,False,Credit Card,Completed,122.75
ORD042069,2025-06-07,CUST00677,PROD0022,STORE017,2,17272.21,0.74,8981.55,26944.65,-18099.93,False,Upi,Completed,136.83
ORD085557,2025-06-09,CUST00565,PROD0272,STORE017,3,15744.44,0.3,33063.32,36841.99,-3808.67,False,Credit Card,Completed,30.0
ORD066029,2025-07-02,CUST00965,PROD0262,STORE009,1,30877.65,0.99,308.78,24084.57,-23880.16,False,Net Banking,Completed,104.37
ORD039347,2025-07-15,CUST00829,PROD0165,STORE018,1,27005.51,0.59,11072.26,21064.3,-10111.29,False,Wallet,Cancelled,119.25
ORD013224,2025-08-03,CUST01321,PROD0104,STORE006,1,2392.84,0.32,1627.13,1866.42,-324.16,False,Net Banking,Completed,84.87
ORD061612,2025-08-16,CUST01638,PROD0239,STORE018,1,22865.59,0.83,3887.15,17835.16,-14017.75,False,Upi,Completed,69.74
ORD050025,2025-08-26,CUST00915,PROD0208,STORE014,1,11048.66,0.11,9833.31,8617.95,1205.68,False,Wallet,Completed,9.68
ORD063477,2025-09-28,CUST00531,PROD0064,STORE001,6,21868.5,0.65,45923.85,102344.58,-56717.24,False,Credit Card,Completed,296.51
ORD029525,2025-10-17,CUST01226,PROD0189,STORE006,4,3928.65,0.05,14928.87,12257.39,2587.86,False,Credit Card,Completed,83.62
ORD077068,2025-11-02,CUST00884,PROD0188,STORE004,2,886.17,0.91,159.51,1382.43,-1401.36,False,Debit Card,Completed,178.44
ORD002060,2025-11-27,CUST01424,PROD0060,STORE004,3,33082.68,0.79,20842.09,77413.47,-56777.9,False,Net Banking,Completed,206.52
ORD016717,2025-12-04,CUST01225,PROD0246,STORE018,2,33786.78,0.72,18920.6,52707.38,-34278.39,False,Debit Card,Completed,491.61
ORD026520,2025-12-11,CUST01666,PROD0128,STORE013,2,9853.17,0.5,9853.17,15370.95,-5608.65,False,Debit Card,Completed,90.87
ORD065508,2025-12-14,CUST00699,PROD0202,STORE006,3,653.58,0.61,764.69,1529.38,-999.43,False,Upi,Completed,234.74
ORD052023,2025-12-27,CUST00665,PROD0289,STORE008,4,7609.31,0.97,913.12,23741.05,-22905.13,False,Upi,Completed,77.2
