order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,sales_amount,cost_amount,profit,return_flag,payment_method,order_status,shipping_cost
ORD061956,2024-07-19,CUST00361,PROD0662,STORE025,0,42441.55,8.01,78085.69,63316.8,14390.7,False,Net Banking,Completed,378.19
ORD043512,2024-09-10,CUST06246,PROD0237,STORE030,2,18837.97,1.35,37167.64,28061.82,8977.72,False,Credit Card,Completed,-50.0
ORD048519,2024-10-01,CUST01473,PROD0065,STORE014,0,2584.57,4.5,4936.39,4605.8,171.91,False,Upi,Completed,158.68
ORD008252,2024-10-29,CUST07199,PROD0486,STORE009,5,1446.6,4.53,6905.53,4909.65,1958.42,False,Upi,Completed,-50.0
ORD024832,2024-11-10,CUST04941,PROD0225,STORE010,1,16588.71,6.33,15539.33,14200.61,979.96,False,Upi,Completed,-50.0
ORD085909,2024-12-11,CUST05542,PROD0745,STORE019,0,38488.09,19.92,61639.04,62600.26,-1021.01,False,Credit Card,Completed,59.79
ORD039753,2024-12-29,CUST03035,PROD0213,STORE009,0,2693.53,16.55,4495.7,3893.92,383.02,False,Cash,Completed,218.76
ORD024159,2025-01-15,CUST04106,PROD0283,STORE035,0,3118.96,20.35,4968.53,4907.7,-56.62,False,Net Banking,Completed,117.45
ORD019036,2025-01-25,CUST06072,PROD0367,STORE009,4,1689.31,12.07,5941.94,4817.08,1036.76,False,Debit Card,Completed,-50.0
ORD016892,2025-02-16,CUST01258,PROD0662,STORE018,7,44005.09,12.98,268057.68,221608.8,46367.05,False,Upi,Completed,-50.0
ORD076265,2025-03-14,CUST04882,PROD0083,STORE025,0,9891.05,2.67,19253.49,13894.78,5328.71,False,Upi,Completed,30.0
ORD074670,2025-04-20,CUST03289,PROD0454,STORE022,0,21242.34,13.35,36811.78,39674.58,-3035.9,False,Upi,Completed,173.1
ORD069628,2025-05-05,CUST03186,PROD0670,STORE028,3,2048.05,7.81,5663.98,4252.71,1328.82,False,Net Banking,Completed,-50.0
ORD016205,2025-05-10,CUST02007,PROD0420,STORE003,5,15642.71,9.34,70905.67,56429.7,14263.63,False,Upi,Completed,-50.0
ORD079631,2025-05-30,CUST05232,PROD0583,STORE012,0,25797.1,12.92,44927.06,45420.66,-544.34,False,Upi,Completed,50.74
ORD012629,2025-06-20,CUST02198,PROD0262,STORE003,4,31893.48,14.43,109162.44,80512.04,28518.75,False,Upi,Completed,-50.0
ORD070157,2025-06-25,CUST05272,PROD0603,STORE018,1,41001.45,4.78,39040.6,34584.82,4409.96,False,Credit Card,Completed,-50.0
ORD058398,2025-09-03,CUST04107,PROD0601,STORE014,0,38826.51,3.04,75288.87,54188.86,21068.76,False,Upi,Completed,31.25
ORD060141,2025-09-08,CUST06924,PROD0373,STORE022,0,344.25,9.35,1560.41,1304.75,106.1,False,Cash,Completed,149.56
ORD023215,2025-09-22,CUST03796,PROD0161,STORE017,0,6863.13,1.09,13577.21,8548.82,4932.67,False,Upi,Completed,95.72
ORD018847,2025-10-05,CUST02216,PROD0379,STORE030,1,26596.41,10.29,23858.33,16123.18,7592.01,False,Debit Card,Completed,-50.0
ORD057858,2025-11-27,CUST04235,PROD0355,STORE014,0,5559.4,4.86,37022.76,25470.55,11325.21,False,Credit Card,Completed,227.0
ORD088530,2025-12-31,CUST06368,PROD0064,STORE030,0,22056.51,1.9,64912.13,56896.53,7853.26,False,Upi,Completed,162.34
